adr,hbv_mono_count,hbv_mono_prop,hiv_hbv_count,hiv_hbv_prop,risk_ratio,chi2,p_value
Hernia,6,8.653263722634053e-05,32,8.308839566694017e-05,1.0414527387579682,0.0,1.0
Food poisoning,3,4.3266318613170266e-05,16,4.1544197833470086e-05,1.0414527387579682,,
Gastric disorder,14,0.00020190948686146126,75,0.000194738427344391,1.036824059919044,0.0,1.0
Impaired quality of life,5,7.211053102195045e-05,27,7.010583384398077e-05,1.028595297538734,0.0,1.0
Renal cyst,37,0.0005336179295624333,202,0.0005244954976475598,1.017392774496233,4.202484856522057e-05,0.994827623877215
Dysgraphia,2,2.8844212408780178e-05,11,2.8561636010510682e-05,1.0098935648562115,,
Pruritus genital,2,2.8844212408780178e-05,11,2.8561636010510682e-05,1.0098935648562115,,
Chordee,2,2.8844212408780178e-05,11,2.8561636010510682e-05,1.0098935648562115,,
Anorectal disorder,2,2.8844212408780178e-05,11,2.8561636010510682e-05,1.0098935648562115,,
Product container issue,2,2.8844212408780178e-05,11,2.8561636010510682e-05,1.0098935648562115,,
Kidney enlargement,2,2.8844212408780178e-05,11,2.8561636010510682e-05,1.0098935648562115,,
Skin necrosis,2,2.8844212408780178e-05,11,2.8561636010510682e-05,1.0098935648562115,,
Hypospadias,4,5.7688424817560355e-05,22,5.7123272021021365e-05,1.0098935648562115,,
Decreased interest,4,5.7688424817560355e-05,22,5.7123272021021365e-05,1.0098935648562115,,
Pseudomonal bacteraemia,2,2.8844212408780178e-05,11,2.8561636010510682e-05,1.0098935648562115,,
Circumstance or information capable of leading to medication error,26,0.0003749747613141423,143,0.00037130126813663886,1.0098935648562115,0.0,1.0
Alcoholism,4,5.7688424817560355e-05,22,5.7123272021021365e-05,1.0098935648562115,,
Glomerulonephritis membranous,4,5.7688424817560355e-05,22,5.7123272021021365e-05,1.0098935648562115,,
Radiculopathy,4,5.7688424817560355e-05,22,5.7123272021021365e-05,1.0098935648562115,,
Paresis,2,2.8844212408780178e-05,11,2.8561636010510682e-05,1.0098935648562115,,
Back pain,179,0.002581557010585826,989,0.0025679507285813695,1.0052984980798183,0.0005954979574951907,0.9805312935107899
Product communication issue,7,0.00010095474343073063,39,0.00010126398221908333,0.9969462114606192,0.0,1.0
Osteomyelitis,11,0.00015864316824829098,62,0.00016098376660469657,0.9854606560290452,0.0,1.0
Anal atresia,3,4.3266318613170266e-05,17,4.414071019806196e-05,0.9801908129486759,,
Dependence,3,4.3266318613170266e-05,17,4.414071019806196e-05,0.9801908129486759,,
Cholestasis of pregnancy,3,4.3266318613170266e-05,17,4.414071019806196e-05,0.9801908129486759,,
Expired product administered,6,8.653263722634053e-05,34,8.828142039612392e-05,0.9801908129486759,0.0,1.0
Fournier's gangrene,3,4.3266318613170266e-05,17,4.414071019806196e-05,0.9801908129486759,,
Oral candidiasis,22,0.00031728633649658197,125,0.000324564045573985,0.9775769707808128,0.0,1.0
Drug level increased,19,0.0002740200178834117,108,0.00028042333537592307,0.9771655326617973,0.0,1.0
Gastritis,15,0.00021633159306585134,86,0.0002233000633549017,0.9687932453562494,0.0,1.0
Intracranial pressure increased,4,5.7688424817560355e-05,23,5.971978438561325e-05,0.965985148992898,,
Eosinophilia,12,0.00017306527445268107,69,0.00017915935315683973,0.965985148992898,0.0,1.0
Product storage error,92,0.0013268337708038883,530,0.0013761515532336964,0.9641625355042324,0.07159554790841909,0.7890276744582965
Viral load increased,111,0.0016008537886872999,643,0.001669557450432579,0.9588491778300423,0.12854115240903224,0.7199494431185693
Drug withdrawal syndrome,5,7.211053102195045e-05,29,7.529885857316452e-05,0.957657690811925,0.0,1.0
Hypokinesia,5,7.211053102195045e-05,29,7.529885857316452e-05,0.957657690811925,0.0,1.0
Lung opacity,6,8.653263722634053e-05,35,9.087793276071581e-05,0.9521853611501423,0.0,1.0
Movement disorder,8,0.00011537684963512071,47,0.00012203608113581837,0.9454322734824109,0.0,1.0
Knee arthroplasty,10,0.0001442210620439009,59,0.00015319422951092093,0.941426204526977,8.328527244088466e-05,0.9927185455262064
Product use issue,166,0.002394069629928755,982,0.0025497751420292263,0.938933630054706,0.5052783209769898,0.477190009747134
Product substitution issue,12,0.00017306527445268107,71,0.00018435237788602348,0.9387742997254925,0.0024830316957521604,0.9602578374739488
Papule,5,7.211053102195045e-05,30,7.789537093775641e-05,0.9257357677848607,0.0,1.0
Dysaesthesia,3,4.3266318613170266e-05,18,4.673722256265384e-05,0.9257357677848607,,
Gastrointestinal pain,3,4.3266318613170266e-05,18,4.673722256265384e-05,0.9257357677848607,,
Tendon rupture,3,4.3266318613170266e-05,18,4.673722256265384e-05,0.9257357677848607,,
Chronic cutaneous lupus erythematosus,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Neuropathic arthropathy,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Salivary hypersecretion,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Retinal pigmentation,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Ovarian cyst,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Schizoaffective disorder,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Hyperphosphatasaemia,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Mucormycosis,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Hair colour changes,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Dilated cardiomyopathy,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Blood electrolytes abnormal,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Incoherent,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Transposition of the great vessels,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Bipolar I disorder,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Testicular disorder,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Syndactyly,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Macrocytosis,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Amaurosis,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Loss of therapeutic response,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Spondylitis,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Faecaloma,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Personality disorder,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Astrocytoma,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Neurogenic bladder,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Application site pain,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Conversion disorder,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Skin hypertrophy,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Steatorrhoea,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Infusion site extravasation,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Stress at work,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Wrong technique in device usage process,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Pituitary-dependent Cushing's syndrome,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Aorta hypoplasia,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Bone cancer,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Respiration abnormal,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Infusion site discharge,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Application site erythema,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Fat tissue decreased,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Intercepted medication error,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Primary biliary cholangitis,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Hypercreatininaemia,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Laryngeal oedema,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Accidental exposure to product by child,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Vasogenic cerebral oedema,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Gastric infection,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Congestive cardiomyopathy,2,2.8844212408780178e-05,12,3.1158148375102564e-05,0.9257357677848606,,
Penile pain,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Acute febrile neutrophilic dermatosis,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Adenocarcinoma gastric,1,1.4422106204390089e-05,6,1.5579074187551282e-05,0.9257357677848606,,
Glomerular filtration rate decreased,72,0.0010383916467160863,433,0.0011242898538682841,0.923597809891593,0.31705142571892375,0.5733850416156454
Glycosuria,15,0.00021633159306585134,91,0.0002362826251778611,0.9155628472597522,0.03298824430455856,0.8558757237017627
Type 2 diabetes mellitus,28,0.0004038189737229225,171,0.00044400361434521153,0.9094947894026701,0.13469776184128984,0.7136101140274125
Psoriasis,46,0.0006634168854019442,281,0.0007296199744503183,0.9092636010982974,0.2720218208983993,0.6019787311625422
Myocardial infarction,45,0.000648994779197554,276,0.0007166374126273589,0.9056110771808419,0.29110343346679207,0.5895142904066218
Acute myocardial infarction,30,0.0004326631861317027,185,0.0004803547874494978,0.9007158821690536,0.1907777111401188,0.6622701220740661
Progressive multifocal leukoencephalopathy,16,0.00023075369927024142,99,0.00025705472409459613,0.897683168761077,0.07352391706306,0.7862734056323537
Endotracheal intubation,5,7.211053102195045e-05,31,8.049188330234828e-05,0.8958733236627684,0.0,1.0
Erectile dysfunction,25,0.00036055265510975224,155,0.0004024594165117414,0.8958733236627684,0.16554159123315176,0.6841049202102549
Nocturia,10,0.0001442210620439009,62,0.00016098376660469657,0.8958733236627684,0.025268677838282915,0.8736994064752325
Odynophagia,4,5.7688424817560355e-05,25,6.4912809114797e-05,0.8887063370734662,,
Gastrointestinal tube insertion,11,0.00015864316824829098,69,0.00017915935315683973,0.8854863865768232,0.04813127958314061,0.8263474884828913
Vitamin D decreased,7,0.00010095474343073063,44,0.00011424654404204273,0.8836568692491852,0.011977546355239982,0.9128519407612719
Foetal growth restriction,27,0.0003893968675185324,170,0.00044140710198061964,0.8821717316538084,0.25662559656147876,0.6124479510443498
Muscle twitching,3,4.3266318613170266e-05,19,4.9333734927245725e-05,0.877012832638289,,
Product preparation error,3,4.3266318613170266e-05,19,4.9333734927245725e-05,0.877012832638289,,
Lung neoplasm,3,4.3266318613170266e-05,19,4.9333734927245725e-05,0.877012832638289,,
Unintended pregnancy,3,4.3266318613170266e-05,19,4.9333734927245725e-05,0.877012832638289,,
Exposure to communicable disease,3,4.3266318613170266e-05,19,4.9333734927245725e-05,0.877012832638289,,
Helicobacter infection,11,0.00015864316824829098,70,0.00018175586552143162,0.8728365810542972,0.0703202741916072,0.7908710310146423
Rash papular,8,0.00011537684963512071,51,0.0001324221305941859,0.8712807226210453,0.03298308081814841,0.8558868801961923
Skin hyperpigmentation,8,0.00011537684963512071,51,0.0001324221305941859,0.8712807226210453,0.03298308081814841,0.8558868801961923
Dysarthria,11,0.00015864316824829098,71,0.00018435237788602348,0.8605431080817015,0.09636011102023978,0.7562421569782649
Hallucination,24,0.00034613054890536213,155,0.0004024594165117414,0.8600383907162577,0.34127941436350995,0.5590916490666012
Eye disorder,8,0.00011537684963512071,52,0.00013501864295877776,0.8545253241091022,0.05516595840856514,0.814306261561783
Tethered cord syndrome,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Foreign body in throat,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Aphonia,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Lung cancer metastatic,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Leg amputation,4,5.7688424817560355e-05,26,6.750932147938888e-05,0.8545253241091022,,
Abortion missed,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Otitis media,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Facet joint syndrome,4,5.7688424817560355e-05,26,6.750932147938888e-05,0.8545253241091022,,
Atrioventricular block second degree,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Product size issue,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Hypercapnia,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Conjunctival hyperaemia,2,2.8844212408780178e-05,13,3.375466073969444e-05,0.8545253241091022,,
Renal disorder,81,0.0011681906025555972,527,0.001368362016139921,0.8537145790198145,1.61559030422957,0.20370775461564603
Aggression,13,0.00018748738065707115,85,0.00022070355099030982,0.8494987045555191,0.1663733053857958,0.6833552867508236
Encephalitis,9,0.0001297989558395108,59,0.00015319422951092093,0.8472835840742792,0.08703440011275346,0.7679817091312475
Dysuria,23,0.0003317084427009721,151,0.0003920733670533739,0.846036661949078,0.4128474004922241,0.5205278039814314
Hepatotoxicity,46,0.0006634168854019442,303,0.0007867432464713397,0.8432444617446256,1.0094897312252566,0.3150251146469466
Fluid retention,39,0.0005624621419712134,257,0.0006673036777001132,0.8428878196951649,0.8377517658779459,0.3600405595029377
Suicide attempt,20,0.0002884421240878018,133,0.0003453361444907201,0.8352503167983705,0.4087445942285258,0.5226073884119345
Accident,3,4.3266318613170266e-05,20,5.19302472918376e-05,0.8331621910063746,,
Abscess limb,3,4.3266318613170266e-05,20,5.19302472918376e-05,0.8331621910063746,,
Product use complaint,12,0.00017306527445268107,80,0.0002077209891673504,0.8331621910063746,0.19847462734568286,0.6559549102429296
Temperature intolerance,3,4.3266318613170266e-05,20,5.19302472918376e-05,0.8331621910063746,,
Coronary artery disease,13,0.00018748738065707115,87,0.00022589657571949357,0.8299699987036682,0.23878967543882518,0.6250816447068086
Viral mutation identified,306,0.004413164498543367,2054,0.005333236396871722,0.8274833834727381,9.451549349705207,0.00210970815101409
Bundle branch block left,4,5.7688424817560355e-05,27,7.010583384398077e-05,0.8228762380309872,,
Muscle atrophy,8,0.00011537684963512071,54,0.00014021166768796154,0.8228762380309872,0.11481058418561411,0.734732446734816
Cerebral toxoplasmosis,8,0.00011537684963512071,54,0.00014021166768796154,0.8228762380309872,0.11481058418561411,0.734732446734816
Intervertebral disc protrusion,21,0.00030286423029219186,142,0.00036870475577204697,0.8214275122598059,0.5386806959246162,0.46298000366135406
Product dose omission issue,427,0.006158239349274568,2895,0.0075169032954934935,0.81925217169769,14.761636131024712,0.00012199234262505473
Joint swelling,52,0.0007499495226282846,353,0.0009165688647009337,0.8182140497135312,1.6498024454144464,0.19898582145823052
Back injury,5,7.211053102195045e-05,34,8.828142039612392e-05,0.8168256774572301,0.04019668795122377,0.8410965046578648
Extra dose administered,11,0.00015864316824829098,76,0.0001973349397089829,0.8039284299184316,0.27967531686354064,0.5969141045254973
Pathological fracture,22,0.00031728633649658197,152,0.0003946698794179658,0.8039284299184316,0.7283020521039458,0.3934341137296802
Hypersensitivity,76,0.0010960800715336468,530,0.0013761515532336964,0.7964820945469745,3.2540657502468067,0.07124652691612474
Congenital anomaly,7,0.00010095474343073063,49,0.00012722910586500212,0.7934878009584521,0.15051487703684568,0.6980438082057598
Mental fatigue,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Posture abnormal,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Product odour abnormal,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Urinary tract disorder,2,2.8844212408780178e-05,14,3.635117310428632e-05,0.793487800958452,,
Nasal septum deviation,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Urinary hesitation,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Epicondylitis,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Tonsillar hypertrophy,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Lipoedema,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Psoas abscess,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Lumbar radiculopathy,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Lung transplant rejection,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Libido increased,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Cholecystitis acute,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Ischaemic hepatitis,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Social anxiety disorder,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Haemorrhagic diathesis,3,4.3266318613170266e-05,21,5.452675965642948e-05,0.793487800958452,,
Vertebral foraminal stenosis,5,7.211053102195045e-05,35,9.087793276071581e-05,0.793487800958452,0.07025744759342083,0.7909623050680039
Single functional kidney,3,4.3266318613170266e-05,21,5.452675965642948e-05,0.793487800958452,,
Adjustment disorder,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Atrioventricular block first degree,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Nasal septum disorder,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Affective disorder,3,4.3266318613170266e-05,21,5.452675965642948e-05,0.793487800958452,,
Chronic hepatitis C,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Dysmetria,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Sedation,2,2.8844212408780178e-05,14,3.635117310428632e-05,0.793487800958452,,
Oedema mucosal,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Rotator cuff syndrome,5,7.211053102195045e-05,35,9.087793276071581e-05,0.793487800958452,0.07025744759342083,0.7909623050680039
Oesophageal disorder,1,1.4422106204390089e-05,7,1.817558655214316e-05,0.793487800958452,,
Nervous system disorder,25,0.00036055265510975224,177,0.0004595826885327628,0.7845218371058141,1.0837239233741713,0.29786598013092797
Treatment failure,175,0.0025238685857682658,1252,0.003250833480469034,0.7763758435895397,9.689973495132556,0.0018527621238381188
Product administration interrupted,4,5.7688424817560355e-05,29,7.529885857316452e-05,0.7661261526495399,,
Fractured sacrum,4,5.7688424817560355e-05,29,7.529885857316452e-05,0.7661261526495399,,
Tetany,3,4.3266318613170266e-05,22,5.7123272021021365e-05,0.7574201736421586,,
Proteinuria,94,0.0013556779832126684,691,0.0017941900439329892,0.7555933039517532,6.300928152261498,0.012067477278637974
Hyperparathyroidism secondary,14,0.00020190948686146126,104,0.0002700372859175555,0.7477096585954645,0.8045881378961294,0.3697251223163064
Femur fracture,42,0.0006057284605843837,312,0.0008101118577526666,0.7477096585954643,2.8964767336229786,0.08877339291155044
Mental disorder,28,0.0004038189737229225,210,0.0005452675965642948,0.7405886142278886,1.9839846891798345,0.15897125668770656
Skull fracture,2,2.8844212408780178e-05,15,3.8947685468878204e-05,0.7405886142278885,,
Parosmia,2,2.8844212408780178e-05,15,3.8947685468878204e-05,0.7405886142278885,,
Thinking abnormal,4,5.7688424817560355e-05,30,7.789537093775641e-05,0.7405886142278885,,
Prescription drug used without a prescription,4,5.7688424817560355e-05,30,7.789537093775641e-05,0.7405886142278885,,
Skin atrophy,2,2.8844212408780178e-05,15,3.8947685468878204e-05,0.7405886142278885,,
Photosensitivity reaction,4,5.7688424817560355e-05,30,7.789537093775641e-05,0.7405886142278885,,
Hyperphosphataemia,4,5.7688424817560355e-05,30,7.789537093775641e-05,0.7405886142278885,,
Vanishing bile duct syndrome,2,2.8844212408780178e-05,15,3.8947685468878204e-05,0.7405886142278885,,
Partner stress,2,2.8844212408780178e-05,15,3.8947685468878204e-05,0.7405886142278885,,
Recalled product administered,2,2.8844212408780178e-05,15,3.8947685468878204e-05,0.7405886142278885,,
Pustule,2,2.8844212408780178e-05,15,3.8947685468878204e-05,0.7405886142278885,,
Appendicectomy,2,2.8844212408780178e-05,15,3.8947685468878204e-05,0.7405886142278885,,
Torsade de pointes,2,2.8844212408780178e-05,15,3.8947685468878204e-05,0.7405886142278885,,
Exposure via breast milk,8,0.00011537684963512071,60,0.00015579074187551282,0.7405886142278885,0.39980031605763533,0.5271923999723493
Panic attack,11,0.00015864316824829098,83,0.00021551052626112607,0.7361272370337446,0.6644777380040858,0.4149835700394374
Product dose omission in error,48,0.0006922610978107243,364,0.0009451305007114444,0.7324502778078018,3.8738085526650567,0.04904510879934148
Decreased immune responsiveness,10,0.0001442210620439009,76,0.0001973349397089829,0.7308440271985742,0.6179073152516644,0.43182600531360393
Gastrooesophageal reflux disease,34,0.0004903516109492631,260,0.0006750932147938888,0.7263465254927369,2.8228357958794223,0.09293208420518966
Upper respiratory tract infection,43,0.0006201505667887739,329,0.0008542525679507286,0.725956924281137,3.6563154687843067,0.05585702940044815
Rales,3,4.3266318613170266e-05,23,5.971978438561325e-05,0.7244888617446735,,
Body height decreased,3,4.3266318613170266e-05,23,5.971978438561325e-05,0.7244888617446735,,
Hydrocele,7,0.00010095474343073063,54,0.00014021166768796154,0.7200167082771138,0.4139350908007513,0.5199789358140091
Completed suicide,8,0.00011537684963512071,62,0.00016098376660469657,0.7166986589302147,0.5250994718494594,0.46867446161474147
Musculoskeletal disorder,9,0.0001297989558395108,70,0.00018175586552143162,0.7141390208626067,0.6382060467572802,0.4243611611138386
Stress fracture,10,0.0001442210620439009,78,0.00020252796443816665,0.7121044367575852,0.7526603698734639,0.3856352468760966
Viraemia,23,0.0003317084427009721,181,0.0004699687379911303,0.7058095909077944,2.204789181846812,0.13758270168304945
Neurotoxicity,18,0.0002595979116790216,142,0.00036870475577204697,0.7040807247941193,1.6896180227045476,0.19365132983456088
Kidney infection,11,0.00015864316824829098,87,0.00022589657571949357,0.7022823065954116,0.9405393748069389,0.33213916685750033
Maternal exposure during pregnancy,264,0.0038074360379589836,2101,0.00545527247800754,0.6979369139320415,30.50330756092982,3.332977770149419e-08
Lymphocytic infiltration,2,2.8844212408780178e-05,16,4.1544197833470086e-05,0.6943018258386454,,
Sleep disorder due to a general medical condition,2,2.8844212408780178e-05,16,4.1544197833470086e-05,0.6943018258386454,,
Pneumocystis jirovecii infection,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Adjustment disorder with depressed mood,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Therapeutic product ineffective,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Anal fissure,2,2.8844212408780178e-05,16,4.1544197833470086e-05,0.6943018258386454,,
Vascular purpura,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Trismus,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Umbilical cord around neck,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Cytomegalovirus oesophagitis,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Prurigo,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Intervertebral disc operation,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Quadriparesis,2,2.8844212408780178e-05,16,4.1544197833470086e-05,0.6943018258386454,,
Madarosis,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Coronary artery stenosis,3,4.3266318613170266e-05,24,6.231629675020513e-05,0.6943018258386454,,
Nephrosclerosis,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Grip strength decreased,2,2.8844212408780178e-05,16,4.1544197833470086e-05,0.6943018258386454,,
HELLP syndrome,2,2.8844212408780178e-05,16,4.1544197833470086e-05,0.6943018258386454,,
Hypogonadism,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Product label confusion,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Coordination abnormal,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Alcohol use,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Injection site mass,4,5.7688424817560355e-05,32,8.308839566694017e-05,0.6943018258386454,,
Central venous catheterisation,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Penile swelling,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Colostomy,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Maternal exposure before pregnancy,2,2.8844212408780178e-05,16,4.1544197833470086e-05,0.6943018258386454,,
Muscle injury,1,1.4422106204390089e-05,8,2.0772098916735043e-05,0.6943018258386454,,
Sarcoidosis,13,0.00018748738065707115,106,0.0002752303106467393,0.6812017913888597,1.4091807131387095,0.23519244712549608
"Hallucination, visual",3,4.3266318613170266e-05,25,6.4912809114797e-05,0.6665297528050996,,
Blood testosterone decreased,3,4.3266318613170266e-05,25,6.4912809114797e-05,0.6665297528050996,,
Joint injury,11,0.00015864316824829098,92,0.000238879137542453,0.6641147899326174,1.3341459610897954,0.24806898418768275
Tooth disorder,13,0.00018748738065707115,109,0.00028301984774051496,0.6624531182313681,1.658087179900907,0.19786178699535756
Loss of libido,5,7.211053102195045e-05,42,0.00010905351931285897,0.6612398341320433,0.4594032740842061,0.49790298591278914
Portal hypertensive gastropathy,2,2.8844212408780178e-05,17,4.414071019806196e-05,0.653460541965784,,
Pneumomediastinum,2,2.8844212408780178e-05,17,4.414071019806196e-05,0.653460541965784,,
Intervertebral disc disorder,4,5.7688424817560355e-05,34,8.828142039612392e-05,0.653460541965784,,
Major depression,8,0.00011537684963512071,68,0.00017656284079224784,0.653460541965784,0.9751620169682859,0.3233961521546436
Incontinence,2,2.8844212408780178e-05,17,4.414071019806196e-05,0.653460541965784,,
Failure to thrive,2,2.8844212408780178e-05,17,4.414071019806196e-05,0.653460541965784,,
Nephrogenic anaemia,12,0.00017306527445268107,103,0.0002674407735529637,0.64711626485932,1.7125267665688537,0.19065786339236432
Joint dislocation,5,7.211053102195045e-05,43,0.00011165003167745085,0.645862163570833,0.5357404741594858,0.46420339293449564
Mania,5,7.211053102195045e-05,43,0.00011165003167745085,0.645862163570833,0.5357404741594858,0.46420339293449564
Necrotising retinitis,3,4.3266318613170266e-05,26,6.750932147938888e-05,0.6408939930818266,,
Ataxia,7,0.00010095474343073063,61,0.0001583872542401047,0.6373918401141663,0.9400841443639756,0.33225620282003426
Labelled drug-drug interaction medication error,7,0.00010095474343073063,61,0.0001583872542401047,0.6373918401141663,0.9400841443639756,0.33225620282003426
Pollakiuria,31,0.0004470852923360928,279,0.0007244269497211345,0.6171571785232405,6.2298646544137855,0.01256133370682669
Personality change,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
Arteritis,1,1.4422106204390089e-05,9,2.336861128132692e-05,0.6171571785232404,,
