drug,adr,cohort,n_cases,ror,ror_lower_ci,ror_upper_ci,prr,prr_lower_ci,prr_upper_ci,ic,ic_025,ic_975,is_signal,avg_severity
ENTECAVIR,Syncope,HBV_MONO,8,0.5742192828807002,0.268152910590507,1.2296259776033118,0.5749429382316571,0.2688823528838024,1.2293829575543114,-0.62750902232791,-1.3204736678907265,0.06545562323490661,False,2.5
LAMIVUDINE,Rib fracture,HBV_MONO,3,0.5736281879698307,0.17523882302877467,1.8777191740184238,0.574123585117813,0.17564782844619042,1.8765839230942094,-0.7091016587973927,-1.840708186409059,0.42250486881427374,False,1.0
LAMIVUDINE,Muscle spasms,HBV_MONO,9,0.5726339280117347,0.2885175923307635,1.1365324826855798,0.5741235851178131,0.2900055517092787,1.1365916584899112,-0.7091016587973927,-1.362434992130726,-0.05576832546405941,False,1.8888888888888888
TENOFOVIR,Myalgia,HBV_MONO,63,0.572457616925049,0.42746208133698005,0.7666357730503943,0.5762195121951219,0.4316051994605828,0.7692885225881237,-0.5273404689036361,-0.7742772579363312,-0.28040367987094095,False,1.546875
TENOFOVIR,Hepatitis cholestatic,HBV_MONO,8,0.5709491850431447,0.25275497774937983,1.289719295754724,0.5714285714285714,0.25324534017076583,1.2893844839344923,-0.5360529002402097,-1.2290175458030261,0.15691174532260688,False,3.0
LAMIVUDINE,Arthritis,HBV_MONO,5,0.5696098623921674,0.22730437736541578,1.4274049584748099,0.5704433057260323,0.2280691022266527,1.4267849606574892,-0.7175632375455889,-1.5941018847255064,0.15897540963432855,False,3.0
TENOFOVIR,Abdominal infection,HBV_MONO,3,0.56231661310605,0.1491275067890888,2.120332996797573,0.5625,0.1492767339947979,2.1195952077235716,-0.5525410230287788,-1.6841475506404453,0.5790655045828876,False,4.5
TENOFOVIR,Pancreatic disorder,HBV_MONO,3,0.56231661310605,0.1491275067890888,2.120332996797573,0.5625,0.1492767339947979,2.1195952077235716,-0.5525410230287788,-1.6841475506404453,0.5790655045828876,False,3.0
TENOFOVIR,Atrial flutter,HBV_MONO,3,0.56231661310605,0.1491275067890888,2.120332996797573,0.5625,0.1492767339947979,2.1195952077235716,-0.5525410230287788,-1.6841475506404453,0.5790655045828876,False,2.3333333333333335
TENOFOVIR,Myasthenia gravis,HBV_MONO,3,0.56231661310605,0.1491275067890888,2.120332996797573,0.5625,0.1492767339947979,2.1195952077235716,-0.5525410230287788,-1.6841475506404453,0.5790655045828876,False,2.3333333333333335
TENOFOVIR,Blood alkaline phosphatase decreased,HBV_MONO,3,0.56231661310605,0.1491275067890888,2.120332996797573,0.5625,0.1492767339947979,2.1195952077235716,-0.5525410230287788,-1.6841475506404453,0.5790655045828876,False,3.0
TENOFOVIR,Small intestinal obstruction,HBV_MONO,3,0.56231661310605,0.1491275067890888,2.120332996797573,0.5625,0.1492767339947979,2.1195952077235716,-0.5525410230287788,-1.6841475506404453,0.5790655045828876,False,3.6666666666666665
TENOFOVIR,Enteritis,HBV_MONO,3,0.56231661310605,0.1491275067890888,2.120332996797573,0.5625,0.1492767339947979,2.1195952077235716,-0.5525410230287788,-1.6841475506404453,0.5790655045828876,False,3.0
TENOFOVIR,Pyelonephritis,HBV_MONO,6,0.562133072407045,0.21985827000734026,1.4372604272890637,0.5625,0.2202116688578201,1.436827810447629,-0.5525410230287788,-1.3527076723379503,0.24762562628039264,False,4.333333333333333
ENTECAVIR,Intentional product use issue,HBV_MONO,48,0.5608012683502248,0.4105280153306757,0.7660818527327452,0.5652800317067553,0.41529602542248106,0.7694307064974204,-0.6478290067075057,-0.9307306386104223,-0.36492737480458903,False,2.0833333333333335
ENTECAVIR,Nervousness,HBV_MONO,3,0.5602891156462585,0.16212914009390672,1.9362582995866053,0.5605693647758657,0.1623552558467163,1.9354963969992913,-0.6578826713714288,-1.7894891989830952,0.4737238562402377,False,2.3333333333333335
ENTECAVIR,Hepatic fibrosis,HBV_MONO,3,0.5602891156462585,0.16212914009390672,1.9362582995866053,0.5605693647758657,0.1623552558467163,1.9354963969992913,-0.6578826713714288,-1.7894891989830952,0.4737238562402377,False,1.0
ENTECAVIR,Mood altered,HBV_MONO,3,0.5602891156462585,0.16212914009390672,1.9362582995866053,0.5605693647758657,0.1623552558467163,1.9354963969992913,-0.6578826713714288,-1.7894891989830952,0.4737238562402377,False,1.0
ENTECAVIR,Hot flush,HBV_MONO,5,0.560102084219481,0.21429249913299403,1.4639539228683383,0.5605693647758657,0.214718914600327,1.463485474999411,-0.6578826713714288,-1.5344213185513462,0.21865597580848872,False,1.0
ENTECAVIR,Blood test abnormal,HBV_MONO,5,0.560102084219481,0.21429249913299403,1.4639539228683383,0.5605693647758657,0.214718914600327,1.463485474999411,-0.6578826713714288,-1.5344213185513462,0.21865597580848872,False,1.0
ENTECAVIR,Abortion spontaneous,HBV_MONO,7,0.5599148936170213,0.24853520372865504,1.2614095846012923,0.5605693647758657,0.24916577525495143,1.2611604158062355,-0.6578826713714288,-1.398693038469514,0.08292769572665659,False,1.0
ENTECAVIR,Neoplasm progression,HBV_MONO,8,0.5598212385613961,0.26185273530168496,1.1968552430179595,0.5605693647758657,0.26258582244540235,1.196705937124823,-0.6578826713714288,-1.3508473169342454,0.03508197419138781,False,2.0
INTERFERON,Therapeutic product effect decreased,HBV_MONO,4,0.5598107962325215,0.19280544230397703,1.6254112116005623,0.5602122455747627,0.1931540427369667,1.6248055471419571,-0.6714578477757046,-1.6514578477757045,0.3085421522242954,False,2.5
INTERFERON,Electrocardiogram QT prolonged,HBV_MONO,4,0.5598107962325215,0.19280544230397703,1.6254112116005623,0.5602122455747627,0.1931540427369667,1.6248055471419571,-0.6714578477757046,-1.6514578477757045,0.3085421522242954,False,1.0
INTERFERON,Pneumonitis,HBV_MONO,8,0.5594086133145064,0.26316386317926654,1.189137417538541,0.5602122455747627,0.26394853291718984,1.1890111932934304,-0.6714578477757046,-1.3644224933385212,0.021506797787111953,False,3.375
TENOFOVIR,Diarrhoea,HBV_MONO,147,0.5577585072452665,0.4602454527144174,0.6759318328289979,0.5668380462724935,0.46997735102208016,0.683661393476219,-0.5444887507340458,-0.706146826107141,-0.3828306753609506,False,2.25
LAMIVUDINE,Paraesthesia,HBV_MONO,6,0.5551484860248447,0.24017322715592573,1.2831981532046182,0.5561822230828815,0.2411215410273862,1.2829159267785282,-0.75092183449202,-1.5510884838011916,0.04924481481715148,False,2.0
TENOFOVIR,Nasopharyngitis,HBV_MONO,23,0.5550222149904858,0.34362277466949276,0.8964762578069422,0.5564516129032259,0.34515349522533295,0.8971034678366926,-0.5639008851933265,-0.9725891367451931,-0.15521263364145993,False,1.9166666666666667
INTERFERON,Gamma-glutamyltransferase increased,HBV_MONO,9,0.5536943111720356,0.27207892864288213,1.1267957858900344,0.554610123119015,0.2729753631155903,1.1268137356990724,-0.6837361775541413,-1.3370695108874746,-0.030402844220807967,False,1.2222222222222223
ENTECAVIR,Confusional state,HBV_MONO,18,0.5526987407985489,0.33298849713456524,0.9173767283524348,0.5544092618662408,0.3347530907095415,0.9181980336359864,-0.6711794939848867,-1.1331559243600977,-0.20920306360967572,False,2.5
TENOFOVIR,Mouth ulceration,HBV_MONO,7,0.5521937795698529,0.23201130277962886,1.3142375674915259,0.5526315789473685,0.23243512744468992,1.313922148546737,-0.5711567011961258,-1.3119670682942113,0.16965366590195952,False,1.8571428571428572
TENOFOVIR,Rash erythematous,HBV_MONO,7,0.5521937795698529,0.23201130277962886,1.3142375674915259,0.5526315789473685,0.23243512744468992,1.313922148546737,-0.5711567011961258,-1.3119670682942113,0.16965366590195952,False,2.142857142857143
LAMIVUDINE,Agranulocytosis,HBV_MONO,4,0.5511754199216988,0.1976772325829334,1.5368200958519957,0.5518707329814638,0.198263050245304,1.5361475854662532,-0.7611901699458469,-1.7411901699458467,0.2188098300541531,False,2.0
LAMIVUDINE,Blood glucose increased,HBV_MONO,4,0.5511754199216988,0.1976772325829334,1.5368200958519957,0.5518707329814638,0.198263050245304,1.5361475854662532,-0.7611901699458469,-1.7411901699458467,0.2188098300541531,False,2.5
ENTECAVIR,Fatigue,HBV_MONO,150,0.5492095653447749,0.4593631325958682,0.6566289831786768,0.5635750986352538,0.4744234723690108,0.6694797165404387,-0.651456402211996,-0.8114897320738302,-0.4914230723501617,False,1.6862745098039216
LAMIVUDINE,Dry skin,HBV_MONO,5,0.5484413400595007,0.21918345104090178,1.372311194379958,0.5493157758843275,0.21995035336422758,1.3718905972190927,-0.7673162727426884,-1.6438549199226058,0.10922237443722904,False,3.4
TENOFOVIR,Colitis,HBV_MONO,15,0.5478332110123061,0.30301150850245945,0.9904614797349119,0.5487804878048781,0.30399537251023767,0.9906730530420088,-0.5785362315617231,-1.0846060554661587,-0.07246640765728729,False,2.3333333333333335
ENTECAVIR,Drug ineffective,HBV_MONO,196,0.5468979478245305,0.467326931968005,0.6400173944076484,0.5657651673330056,0.48704142473804035,0.6572135516799362,-0.6467991722424127,-0.7867991722424127,-0.5067991722424127,False,1.9642857142857142
TENOFOVIR,Gastritis,HBV_MONO,4,0.5452004675034301,0.173533243411832,1.7128911090570431,0.5454545454545454,0.17374987993113855,1.7123503122703718,-0.5849625007211563,-1.5649625007211563,0.3950374992788437,False,3.0
TENOFOVIR,Frequent bowel movements,HBV_MONO,4,0.5452004675034301,0.173533243411832,1.7128911090570431,0.5454545454545454,0.17374987993113855,1.7123503122703718,-0.5849625007211563,-1.5649625007211563,0.3950374992788437,False,2.5
TENOFOVIR,Protein total increased,HBV_MONO,4,0.5452004675034301,0.173533243411832,1.7128911090570431,0.5454545454545454,0.17374987993113855,1.7123503122703718,-0.5849625007211563,-1.5649625007211563,0.3950374992788437,False,2.0
INTERFERON,Blood uric acid increased,HBV_MONO,3,0.5434231187341466,0.15917683085503562,1.8552240573484453,0.5437354148225638,0.15941898185467662,1.8545357515943297,-0.7079837238008186,-1.8395902514124851,0.4236228038108478,False,2.3333333333333335
TENOFOVIR,Sepsis,HBV_MONO,40,0.5429009193054137,0.377584810220591,0.7805965711662786,0.5454545454545455,0.38030292549460787,0.7823254600791738,-0.5849625007211563,-0.8948657114176575,-0.2750592900246551,False,4.048780487804878
ENTECAVIR,Dry eye,HBV_MONO,6,0.5419025464726105,0.22594076973486896,1.2997139481205373,0.5424864820411605,0.22647115063605847,1.2994661014034585,-0.6974110355580663,-1.4975776848672377,0.1027556137511052,False,1.6666666666666667
ENTECAVIR,Alopecia,HBV_MONO,24,0.5401417618978736,0.34844110961426517,0.8373097057035511,0.5424864820411605,0.3508441560007852,0.8388099906008857,-0.6974110355580663,-1.097494360212652,-0.29732771090348054,False,1.4583333333333333
TENOFOVIR,Therapy partial responder,HBV_MONO,9,0.5394210599916096,0.2516395759949701,1.1563168424997181,0.5399999999999999,0.2522057316509481,1.15619894159889,-0.5956097449206648,-1.248943078253998,0.05772358841266856,False,1.6666666666666667
LAMIVUDINE,Cataract,HBV_MONO,3,0.5387923437555078,0.16511951159331203,1.7581034905466095,0.5393282163227942,0.16552720915466196,1.7572635121887714,-0.7915638189893657,-1.9231703466010321,0.3400427086223008,False,1.0
LAMIVUDINE,Influenza,HBV_MONO,6,0.5382552230378317,0.23311777416244261,1.2427996370865413,0.5393282163227942,0.23406955763104992,1.242685840336468,-0.7915638189893657,-1.5917304682985371,0.008602830319805799,False,2.6666666666666665
TENOFOVIR,Sleep disorder,HBV_MONO,14,0.5375573209326358,0.2916761879543338,0.9907146528310871,0.5384615384615384,0.292595529192245,0.9909270630443091,-0.5986374376182325,-1.1224694717665842,-0.07480540346988074,False,2.2857142857142856
LAMIVUDINE,Fatigue,HBV_MONO,76,0.5361999493897572,0.42229207823290504,0.6808330076393447,0.5498516937144584,0.4363138051217307,0.6929344924034828,-0.7660287268822282,-0.9908561460753788,-0.5412013076890777,False,2.039473684210526
INTERFERON,Presyncope,HBV_MONO,4,0.5354315083444129,0.1850679365035493,1.5490900560318015,0.5358551914193382,0.18541697078641176,1.5486219246987,-0.7259056317980811,-1.705905631798081,0.2540943682019189,False,1.5
TENOFOVIR,Chronic obstructive pulmonary disease,HBV_MONO,5,0.5353898372766297,0.19275507678893386,1.487080302289357,0.5357142857142858,0.19304094196698407,1.4866783853937657,-0.6040713236688607,-1.480609970848778,0.27246732351105674,False,4.4
INTERFERON,Infusion related reaction,HBV_MONO,8,0.5350070510656048,0.2523199070012157,1.1344033377776077,0.5358551914193382,0.25311114362391207,1.1344454537241033,-0.7259056317980811,-1.4188702773608977,-0.032940986235264536,False,1.0
TENOFOVIR,Neck pain,HBV_MONO,11,0.5315383608806105,0.26700271453203606,1.0581653807633729,0.532258064516129,0.2677123988329855,1.0582201215835128,-0.6109577092541006,-1.2019199446265172,-0.01999547388168399,False,1.5454545454545454
ENTECAVIR,Liver disorder,HBV_MONO,28,0.5310862109323319,0.35403700993521353,0.7966753631041995,0.5338755855008245,0.35687655367715304,0.798660315050266,-0.7167763604249973,-1.08718154397404,-0.3463711768759546,False,2.586206896551724
ADEFOVIR,Decreased appetite,HBV_MONO,6,0.5299893331945782,0.23537158510568168,1.1933840407027672,0.5346816193856472,0.23941839838350804,1.1940788011242114,-0.8805304866862894,-1.680697135995461,-0.08036383737711794,False,2.6666666666666665
TENOFOVIR,Blood creatine increased,HBV_MONO,6,0.5290170862865694,0.20847478053547952,1.342412146276386,0.5294117647058824,0.20883097528515937,1.34212281595811,-0.6166713604484944,-1.4168380097576658,0.18349528886067712,False,2.3333333333333335
LAMIVUDINE,Wrong technique in product usage process,HBV_MONO,4,0.5266097750193949,0.18923321070637483,1.4654819527227707,0.5273431448489543,0.18981947250355924,1.4650277379417478,-0.8213111623834178,-1.801311162383418,0.15868883761658215,False,2.25
INTERFERON,Neoplasm progression,HBV_MONO,7,0.5252953397312005,0.23549188040545663,1.1717397367086613,0.5260529623080088,0.2361734395167633,1.171730909789241,-0.7486257082981647,-1.4894360753962501,-0.007815341200079318,False,3.857142857142857
ENTECAVIR,Hepatitis B DNA assay positive,HBV_MONO,3,0.5252311862244898,0.15297119488392005,1.8033970329650821,0.5255337794773741,0.1531968835411537,1.8028157426425762,-0.7358851833727018,-1.8674917109843683,0.39572134423896466,False,2.3333333333333335
ENTECAVIR,Blood triglycerides increased,HBV_MONO,3,0.5252311862244898,0.15297119488392005,1.8033970329650821,0.5255337794773741,0.1531968835411537,1.8028157426425762,-0.7358851833727018,-1.8674917109843683,0.39572134423896466,False,1.5714285714285714
ENTECAVIR,Oral pain,HBV_MONO,3,0.5252311862244898,0.15297119488392005,1.8033970329650821,0.5255337794773741,0.1531968835411537,1.8028157426425762,-0.7358851833727018,-1.8674917109843683,0.39572134423896466,False,2.6666666666666665
ENTECAVIR,Accidental overdose,HBV_MONO,3,0.5252311862244898,0.15297119488392005,1.8033970329650821,0.5255337794773741,0.1531968835411537,1.8028157426425762,-0.7358851833727018,-1.8674917109843683,0.39572134423896466,False,3.3333333333333335
ENTECAVIR,Cholelithiasis,HBV_MONO,3,0.5252311862244898,0.15297119488392005,1.8033970329650821,0.5255337794773741,0.1531968835411537,1.8028157426425762,-0.7358851833727018,-1.8674917109843683,0.39572134423896466,False,2.3333333333333335
LAMIVUDINE,Constipation,HBV_MONO,12,0.5251361867704281,0.2905467630567932,0.949134699538475,0.5273431448489543,0.29263054957796564,0.9503136047150584,-0.8213111623834178,-1.387114426189251,-0.2555078985775846,False,2.5833333333333335
ENTECAVIR,Feeling cold,HBV_MONO,6,0.5249282067645182,0.21934906753232822,1.2562151522089404,0.5255337794773741,0.21988139233442835,1.2560669661019288,-0.7358851833727018,-1.5360518326818733,0.06428146593646966,False,2.3333333333333335
ENTECAVIR,Weight decreased,HBV_MONO,47,0.5243014978368409,0.3832018210717188,0.7173558305781301,0.5290514085234074,0.3880580912385723,0.7212718899050755,-0.7277846846015851,-1.0136800679374585,-0.44188930126571174,False,2.148936170212766
LAMIVUDINE,Dry eye,HBV_MONO,3,0.5229112971283899,0.16048485081050587,1.7038133087549672,0.5234656217250648,0.16089192290207394,1.7031076028271928,-0.8310921831760031,-1.9626987107876697,0.3005143444356634,False,2.3333333333333335
INTERFERON,Toxicity to various agents,HBV_MONO,9,0.5222367349050138,0.2574093057349001,1.0595234951028896,0.5232170972820896,0.25831681293505665,1.059768923972907,-0.7552894385791751,-1.4086227719125084,-0.10195610524584175,False,2.888888888888889
ENTECAVIR,Chronic hepatitis B,HBV_MONO,11,0.5214463084341524,0.2737034972892215,0.9934336070696345,0.5225646620791969,0.27476345765229626,0.9938505956622183,-0.7427715689579417,-1.3337338043303584,-0.15180933358552506,False,2.090909090909091
TENOFOVIR,Aspartate aminotransferase increased,HBV_MONO,38,0.5203903655554954,0.3592867052253002,0.7537326837439368,0.5229357798165137,0.36192273485172693,0.755580690238588,-0.6298167365054165,-0.9477707219217111,-0.31186275108912187,False,2.1052631578947367
ADEFOVIR,Asthenia,HBV_MONO,7,0.5191016063411896,0.24471718950891874,1.1011342449901038,0.5247027523571824,0.24956938708190873,1.1031520393999483,-0.9072190889219526,-1.648029456020038,-0.16640872182386723,False,2.4285714285714284
TENOFOVIR,Myocardial infarction,HBV_MONO,11,0.5148797034550286,0.2593645885472654,1.022117593287518,0.515625,0.2600796568761684,1.022260425203453,-0.6449050411774383,-1.2358672765498548,-0.05394280580502164,False,2.0833333333333335
TENOFOVIR,Leukopenia,HBV_MONO,40,0.5145292522278186,0.3587466111661938,0.7379591699487135,0.5172413793103449,0.36153953118168425,0.7399983166333808,-0.6415460290875236,-0.9514492397840247,-0.3316428183910224,False,2.275
ENTECAVIR,Pain in extremity,HBV_MONO,26,0.5141533375453206,0.33793780319199407,0.782255349984636,0.5168370029848407,0.34060521063149396,0.7842524991297154,-0.7561847449832327,-1.1405723698540735,-0.371797120112392,False,1.7692307692307692
TENOFOVIR,Rhabdomyolysis,HBV_MONO,12,0.5134703013830042,0.26635940088442134,0.9898345976410909,0.5142857142857142,0.2671469127214918,0.9900537244617359,-0.647698256069119,-1.2135015198749524,-0.08189499226328578,False,2.0
INTERFERON,Medication error,HBV_MONO,3,0.5131949197657617,0.15109459450704804,1.7430737779378425,0.5135278917768658,0.15133626409982515,1.7425492640603455,-0.7783730516922164,-1.909979579303883,0.3532334759194501,False,2.0
ADEFOVIR,Myalgia,HBV_MONO,4,0.5130585663744732,0.19023834868051276,1.383680495315369,0.5162994411406997,0.1927293900699391,1.3831056738438579,-0.9300977009631192,-1.910097700963119,0.049902299036880815,False,1.0
INTERFERON,Abortion spontaneous,HBV_MONO,6,0.5128614916286149,0.21595175234287323,1.217989234826453,0.5135278917768658,0.21652305000142574,1.217934513812991,-0.7783730516922164,-1.5785397010013877,0.021793597616955096,False,1.6666666666666667
ENTECAVIR,Haemoptysis,HBV_MONO,4,0.509191425202482,0.17537588539562443,1.4784011320304569,0.5096085134326052,0.1757021634200285,1.47807421324777,-0.7733598887913647,-1.7533598887913646,0.20664011120863524,False,3.5
ENTECAVIR,Burning sensation,HBV_MONO,4,0.509191425202482,0.17537588539562443,1.4784011320304569,0.5096085134326052,0.1757021634200285,1.47807421324777,-0.7733598887913647,-1.7533598887913646,0.20664011120863524,False,2.0
TENOFOVIR,Septic shock,HBV_MONO,33,0.5080418735778996,0.34187232779514237,0.7549793426486563,0.5103092783505155,0.3441789219687468,0.7566284363987607,-0.6560455987826388,-0.9972378044558066,-0.314853393109471,False,4.696969696969697
INTERFERON,Ascites,HBV_MONO,24,0.5072902338376891,0.32891745190931637,0.7823950351471399,0.5099863201094391,0.33155792645826276,0.7844362204729481,-0.7869350651956405,-1.1870183898502262,-0.38685174054105476,False,1.8333333333333333
LAMIVUDINE,Hospitalisation,HBV_MONO,12,0.5062145636464702,0.28031853737203893,0.9141499768446881,0.5085094611043488,0.282423211681462,0.9155829313501439,-0.869566330990639,-1.4353695947964722,-0.3037630671848057,False,2.75
ENTECAVIR,Fanconi syndrome acquired,HBV_MONO,21,0.5052044240363813,0.3170166851722253,0.8051043430956084,0.5074119250126372,0.31916347428633723,0.8066927527366241,-0.7786348308320391,-1.2063418956945842,-0.3509277659694941,False,2.0
TENOFOVIR,Colon cancer,HBV_MONO,3,0.49979041497834287,0.13525742831400295,1.8467781179775975,0.5,0.13540681009576913,1.8462882319078533,-0.6780719051126377,-1.8096784327243043,0.45353462249902876,False,2.0
TENOFOVIR,Escherichia infection,HBV_MONO,4,0.49972051425377306,0.16110351179359525,1.5500629972982574,0.5,0.161321094369537,1.5497043395163617,-0.6780719051126377,-1.6580719051126378,0.3019280948873623,False,3.25
TENOFOVIR,Haemoglobin increased,HBV_MONO,4,0.49972051425377306,0.16110351179359525,1.5500629972982574,0.5,0.161321094369537,1.5497043395163617,-0.6780719051126377,-1.6580719051126378,0.3019280948873623,False,1.0
TENOFOVIR,Cystitis,HBV_MONO,5,0.4996505939902166,0.18151300564998443,1.375387483562381,0.5,0.18180056652739798,1.37513322854428,-0.6780719051126377,-1.554610552292555,0.19846674206727977,False,2.6
TENOFOVIR,Product prescribing issue,HBV_MONO,5,0.4996505939902166,0.18151300564998443,1.375387483562381,0.5,0.18180056652739798,1.37513322854428,-0.6780719051126377,-1.554610552292555,0.19846674206727977,False,1.0
ADEFOVIR,Liver disorder,HBV_MONO,3,0.49954305047833863,0.15907132107439087,1.5687507816981243,0.5020411716905933,0.16079826435444292,1.5674630511986596,-0.9697978247833771,-2.1014043523950434,0.1618087028282894,False,5.0
TENOFOVIR,Cellulitis,HBV_MONO,15,0.4989503149055283,0.277933128568658,0.8957241550383486,0.5,0.27894500197979816,0.896234018267535,-0.6780719051126377,-1.1841417290170735,-0.17200208120820193,False,3.0
TENOFOVIR,Malaise,HBV_MONO,73,0.4971669279453399,0.3807637364874705,0.6491557114203821,0.5022935779816514,0.38599956194671564,0.6536246756581483,-0.6731226891409043,-0.9025233376453202,-0.44372204063648846,False,2.2972972972972974
INTERFERON,Gene mutation,HBV_MONO,5,0.496388363240091,0.19289729596380636,1.2773709757259075,0.4969624759130959,0.19335790351625454,1.2772775147766993,-0.8190150361895625,-1.69555368336948,0.05752361099035497,False,1.8
ENTECAVIR,Product prescribing issue,HBV_MONO,3,0.49429771908763503,0.1447903776562848,1.6874756392669243,0.49462002774341096,0.1450156122971905,1.6870526419149725,-0.809885764816479,-1.9414922924281455,0.32172076279518746,False,1.6666666666666667
ENTECAVIR,Shock,HBV_MONO,3,0.49429771908763503,0.1447903776562848,1.6874756392669243,0.49462002774341096,0.1450156122971905,1.6870526419149725,-0.809885764816479,-1.9414922924281455,0.32172076279518746,False,3.3333333333333335
ENTECAVIR,Platelet count abnormal,HBV_MONO,3,0.49429771908763503,0.1447903776562848,1.6874756392669243,0.49462002774341096,0.1450156122971905,1.6870526419149725,-0.809885764816479,-1.9414922924281455,0.32172076279518746,False,3.0
LAMIVUDINE,Fluid retention,HBV_MONO,3,0.4937960449786739,0.15195285713055262,1.604672255863451,0.49438419829589464,0.15235873422843377,1.6042121691442919,-0.9070410364093018,-2.0386475640209683,0.2245654912023647,False,5.0
LAMIVUDINE,Cytopenia,HBV_MONO,4,0.49359968968192397,0.17783481036948937,1.3700391568325503,0.4943841982958947,0.17842158700714403,1.3698776007125644,-0.9070410364093018,-1.8870410364093018,0.0729589635906982,False,3.0
LAMIVUDINE,Neoplasm malignant,HBV_MONO,6,0.49320652173913043,0.21422828750114806,1.1354834411618389,0.49438419829589464,0.21518917837825016,1.1358179689456835,-0.9070410364093018,-1.7072076857184733,-0.10687438710013031,False,4.0
INTERFERON,Mobility decreased,HBV_MONO,4,0.4925239616613419,0.1713144487832961,1.4159917889788383,0.4929867761057911,0.1716641183079047,1.4157644813068093,-0.8289991247621845,-1.8089991247621846,0.15100087523781547,False,2.0
INTERFERON,Arthropathy,HBV_MONO,8,0.4920603015075377,0.2331021845730666,1.0387004341600008,0.4929867761057911,0.23390480318481163,1.0390379252843094,-0.8289991247621845,-1.521963770325001,-0.13603447919936795,False,1.25
ENTECAVIR,Abdominal discomfort,HBV_MONO,30,0.49137833452816665,0.3328330726456014,0.7254467403868008,0.4946200277434109,0.3359899024186443,0.7281438224296972,-0.809885764816479,-1.1677311690531875,-0.4520403605797705,False,1.3333333333333333
INTERFERON,Infection,HBV_MONO,25,0.49087482875604865,0.32136070347512713,0.7498057320033528,0.4937768190162171,0.32415314738574236,0.7521615907916311,-0.827007826943093,-1.219007826943093,-0.43500782694309303,False,2.92
ENTECAVIR,Intentional dose omission,HBV_MONO,10,0.4906453914219229,0.2503641505280628,0.9615310323615547,0.49172751296128575,0.2513307079640417,0.9620628890190592,-0.8170812662206826,-1.436887687613685,-0.1972748448276802,False,2.4
TENOFOVIR,Liver injury,HBV_MONO,19,0.4900260274567939,0.29163310161959455,0.8233822095349984,0.4913793103448275,0.29294462398420756,0.8242295876642367,-0.6969309323639534,-1.1465857707502545,-0.24727609397765238,False,2.263157894736842
LAMIVUDINE,Platelet count decreased,HBV_MONO,27,0.48904109589041095,0.32951018539966753,0.7258081967318009,0.49438419829589464,0.3345977204728346,0.7304763917078693,-0.9070410364093018,-1.2842432122798573,-0.5298388605387463,False,2.9743589743589745
ENTECAVIR,Hepatitis C,HBV_MONO,11,0.48818988129039237,0.25707255530361744,0.9270898634544894,0.4893859533757558,0.25814898234202566,0.9277534592182972,-0.822941917641925,-1.4139041530143417,-0.23197968226950838,False,2.4545454545454546
ENTECAVIR,Presyncope,HBV_MONO,4,0.48701568841350107,0.16833755774791576,1.4089801701653417,0.48745162154423105,0.16866413833170485,1.408770623656845,-0.827807672813741,-1.807807672813741,0.15219232718625897,False,2.5
INTERFERON,Hypertransaminasaemia,HBV_MONO,3,0.4861486364782593,0.14379183431203557,1.6436294722883902,0.48650010799913596,0.14403301401045165,1.6432507276838366,-0.8454872475507536,-1.97709377516242,0.2861192800609129,False,1.0
LAMIVUDINE,Adverse drug reaction,HBV_MONO,5,0.48528279801777385,0.1948094296593041,1.2088706099279525,0.48627953930743734,0.1955825742513184,1.2090432455664413,-0.9290673427393006,-1.805605989919218,-0.05252869555938311,False,1.4
ADEFOVIR,Anxiety,HBV_MONO,5,0.48523604072501486,0.19971852985815347,1.1789292429987108,0.48951860278221104,0.2030009777679966,1.1804300900644524,-1.005622792982947,-1.8821614401628646,-0.12908414580302963,False,3.0
ENTECAVIR,Dyspepsia,HBV_MONO,9,0.4841217211906867,0.23839662120485236,0.9831256825038529,0.48510810413296074,0.239256919138193,0.9835864874593272,-0.8337325067708469,-1.4870658401041803,-0.18039917343751355,False,1.4444444444444444
ENTECAVIR,Gait inability,HBV_MONO,5,0.4826999515979994,0.18673905968601745,1.247726338905611,0.4832494523929877,0.18717003747029456,1.2476891942450226,-0.8384549170132496,-1.714993564193167,0.038083730166667884,False,1.8
ENTECAVIR,Dyspnoea exertional,HBV_MONO,5,0.4826999515979994,0.18673905968601745,1.247726338905611,0.4832494523929877,0.18717003747029456,1.2476891942450226,-0.8384549170132496,-1.714993564193167,0.038083730166667884,False,1.6666666666666667
INTERFERON,Diabetes mellitus,HBV_MONO,8,0.4823762305287579,0.2287452383859,1.0172313505673232,0.4833203687311678,0.2295503916101466,1.0176352877984218,-0.8536611789964538,-1.5466258245592703,-0.1606965334336372,False,1.75
TENOFOVIR,Pneumonia bacterial,HBV_MONO,9,0.48149110014583374,0.2270709794733727,1.0209744990633252,0.48214285714285715,0.22764948539688043,1.0211388542724245,-0.717600269299275,-1.3709336026326082,-0.06426693596594169,False,3.2222222222222223
LAMIVUDINE,Cardiac disorder,HBV_MONO,3,0.48041876696393954,0.14801744065134145,1.5592905176276624,0.4810224632068164,0.14842274750419418,1.558943046132565,-0.9435669124344157,-2.075173440046082,0.18803961517725076,False,4.333333333333333
